ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	MLST_type	SRA_BioSample	Submitter Id	altitude	assembly	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	biotic_relationship	broker name	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	env_package	environmental-sample	environmental_sample	estimated_size	extrachrom_elements	finishing strategy (depth of coverage)	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_age	host_body_habitat	host_body_product	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_genotype	host_health_state	host_phenotype	host_sex	host_subject_id	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolate host	isolation_source_y	lab_host	label	lat_lon	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	misc_param: HMP body site	misc_param: HMP supersite	note	nucleic acid extraction	num_replicons	passage_history	pathotype	project_name	project_type	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_mat_process	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	sop	source_SRA	source_SRA_ bioproject	source_material_id	specimen_voucher	strain	subgroup	subtype	taxonomic classification	taxonomic identity marker	temp	value
GCF_014243545.1	RS_GCF_014243545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.36	3064001	37.08219206696938	185592	53	SAMN10983552	feces	Brazil: Cidreira	t	f	f	GCA_014243545.1	SAMN10983552																										Janira Prichula	2013-10-16																						Brazil: Cidreira			Spheniscus magellanicus (Magellanic Penguin)																						feces																													Single cell											MP9-20						
GCF_014243565.1	RS_GCF_014243565.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.36	3064363	37.09048057741215	183159	45	SAMN10983506	feces	Brazil: Cidreira	t	f	f	GCA_014243565.1	SAMN10983506																										Janira Prichula	2013-10-16																						Brazil: Cidreira			Spheniscus magellanicus (Magellanic Penguin)																						feces																													Single cell											MP9-10						
GCF_014243575.1	RS_GCF_014243575.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.38	3057822	37.18810056136339	207991	46	SAMN10983324	feces	Brazil: Cidreira	t	f	f	GCA_014243575.1	SAMN10983324																										Janira Prichula	2013-07-27																						Brazil: Cidreira			Spheniscus magellanicus (Magellanic Penguin)																						feces																													Single cell											MP5-8						
GCF_014243615.1	RS_GCF_014243615.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.44	3137766	37.07678337677041	157774	61	SAMN10983387	feces	Brazil: Cidreira	t	f	f	GCA_014243615.1	SAMN10983387																										Janira Prichula	2013-10-14																						Brazil: Cidreira			Spheniscus magellanicus (Magellanic Penguin)																						feces																													Single cell											MP8-1						
GCF_014353075.1	RS_GCF_014353075.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.13	2775071	37.707792769417054	128905	70	SAMN15682322	feces from healthy individual	Germany	t	f	f	GCA_014353075.1	SAMN15682322																											1954							DSM:16434															Germany			Homo sapiens																						feces from healthy individual																	multiple passages												isolate											S105						
GCF_014353085.1	RS_GCF_014353085.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.15	2777627	37.73142539284216	117461	70	SAMN15682321	feces from healthy individual	Germany	t	f	f	GCA_014353085.1	SAMN15682321																											1954							DSM:16431															Germany			Homo sapiens																						feces from healthy individual																	multiple passages												isolate											S102						
GCF_014353145.1	RS_GCF_014353145.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.11	2648326	37.78357857278793	233180	48	SAMN15682320	feces from healthy individual	Germany	t	f	f	GCA_014353145.1	SAMN15682320																											1954							DSM:16430															Germany			Homo sapiens																						feces from healthy individual																	multiple passages												isolate											S101						
GCF_014844235.1	RS_GCF_014844235.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.1	2767094	37.70126266085022	2693441	2	SAMN14408962	fecal matter	Canada:Alberta	t	f	f	GCA_014844235.1	SAMN14408962																										University of Alberta	2016																						Canada:Alberta			Gallus gallus domesticus																						fecal matter			53.5232 N 113.5263 W																																					EGM183						
GCF_014853555.1	RS_GCF_014853555.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.09	2881764	37.4690987881034	212296	43	SAMN15957573	feces	Estonia: Viljandimaa	t	f	f	GCA_014853555.1	SAMN15957573																								commensal			2014										veterinary	swine	feces										Estonia: Viljandimaa			Sus scrofa																			missing						missing													missing							missing																	VET-200						
GCF_014853565.1	RS_GCF_014853565.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.16	2852187	37.52516928237875	273506	17	SAMN15957574	feces	Estonia: Tartumaa	f	t	f	GCA_014853565.1	SAMN15957574																								commensal			2014										veterinary	cattle	feces										Estonia: Tartumaa			Bos taurus																			missing						missing													missing							missing																	VET-204						
GCF_014853595.1	RS_GCF_014853595.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.65	3138213	37.26971368737559	268028	99	SAMN15957572	feces	Estonia: Viljandimaa	t	f	f	GCA_014853595.1	SAMN15957572																								commensal			2014										veterinary	swine	feces										Estonia: Viljandimaa			Sus scrofa																			missing						missing													missing							missing																	VET-199						
GCF_014853605.1	RS_GCF_014853605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	2883186	37.30286564931989	204009	47	SAMN15957571	feces	Estonia: Viljandimaa	f	t	f	GCA_014853605.1	SAMN15957571																								commensal			2014										veterinary	cattle	feces										Estonia: Viljandimaa			Bos taurus																			missing						missing													missing							missing																	VET-198						
GCF_014853615.1	RS_GCF_014853615.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2818968	37.374918764597545	156520	41	SAMN15957570	feces	Estonia: Jarvamaa	f	t	f	GCA_014853615.1	SAMN15957570																								commensal			2014										veterinary	cattle	feces										Estonia: Jarvamaa			Bos taurus																			missing						missing													missing							missing																	VET-197						
GCF_014853625.1	RS_GCF_014853625.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2793405	37.48067322855082	238817	28	SAMN15957569	feces	Estonia: Jarvamaa	f	t	f	GCA_014853625.1	SAMN15957569																								commensal			2014										veterinary	cattle	feces										Estonia: Jarvamaa			Bos taurus																			missing						missing													missing							missing																	VET-195						
GCF_014853815.1	RS_GCF_014853815.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.13	2835186	37.49161430678622	82316	71	SAMN15957563	feces	Estonia: Tartu	t	f	f	GCA_014853815.1	SAMN15957563																								commensal			2012-06-14										medical	human	feces										Estonia: Tartu			Homo sapiens		34																	missing						missing													missing							missing																	HUM-570						
GCF_014853845.1	RS_GCF_014853845.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.58	3002769	37.31072886392526	38580	243	SAMN15957562	feces	Estonia: Tartu	f	t	f	GCA_014853845.1	SAMN15957562																								commensal			2012-09-26										medical	human	feces										Estonia: Tartu			Homo sapiens		32																	missing						missing													missing							missing																	HUM-569						
GCF_014854165.1	RS_GCF_014854165.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2880960	37.31808147284239	274315	16	SAMN15957544	feces	Estonia: Tartumaa; Laeva vald	f	t	f	GCA_014854165.1	SAMN15957544																								commensal			2013-07-09										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-97						
GCF_014854175.1	RS_GCF_014854175.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.17	2620299	37.69596523144877	397107	16	SAMN15957543	feces	Estonia: Tartumaa; Laeva vald	f	t	f	GCA_014854175.1	SAMN15957543																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Buteo buteo		0+																	missing						missing													missing							missing																	BIRD-94						
GCF_014854205.1	RS_GCF_014854205.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2972006	37.12862625445575	243435	26	SAMN15957541	feces	Estonia: Tartumaa; Laeva vald	t	f	f	GCA_014854205.1	SAMN15957541																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Buteo buteo		0+																	missing						missing													missing							missing																	BIRD-78						
GCF_014854325.1	RS_GCF_014854325.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	3014964	37.17082525695166	265605	22	SAMN15957528	feces	Estonia: Polvamaa; Kooraste	t	f	f	GCA_014854325.1	SAMN15957528																								commensal			2014-05-30										environment	wild bird	feces										Estonia: Polvamaa, Kooraste			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-173						
GCF_014854385.1	RS_GCF_014854385.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	2975195	37.202435470616216	321946	29	SAMN15957523	feces	Estonia: Tartumaa; Laeva vald	t	f	f	GCA_014854385.1	SAMN15957523																								commensal			2013-07-08										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-101						
GCF_014854945.1	RS_GCF_014854945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.24	3045951	37.44738506955627	169431	96	SAMN15957565	feces	Estonia: Tartu	t	f	f	GCA_014854945.1	SAMN15957565																								commensal			2012-08-09										medical	human	feces										Estonia: Tartu			Homo sapiens		53																	missing						missing													missing							missing																	HUM-572						
GCF_014855155.1	RS_GCF_014855155.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.1	2891511	37.325467549665206	261504	18	SAMN15957542	feces	Estonia: Tartumaa; Rannu vald	t	f	f	GCA_014855155.1	SAMN15957542																								commensal			2013-07-15										environment	wild bird	feces										Estonia: Tartumaa, Rannu vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-91						
GCF_014855165.1	RS_GCF_014855165.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.42	2906859	37.24941595034365	336529	26	SAMN15957540	feces	Estonia: Tartumaa; Laeva vald	f	t	f	GCA_014855165.1	SAMN15957540																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Buteo buteo		0+																	missing						missing													missing							missing																	BIRD-74						
GCF_014855175.1	RS_GCF_014855175.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.11	2931807	37.32312529440035	269800	34	SAMN15957539	feces	Estonia: Tartumaa; Tartu vald	f	t	f	GCA_014855175.1	SAMN15957539																								commensal			2013-07-12										environment	wild bird	feces										Estonia: Tartumaa, Tartu vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-73						
GCF_014855215.1	RS_GCF_014855215.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.1	2893396	37.33325821975285	260581	23	SAMN15957538	feces	Estonia: Tartumaa; Rannu vald	t	f	f	GCA_014855215.1	SAMN15957538																								commensal			2013-07-15										environment	wild bird	feces										Estonia: Tartumaa, Rannu vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-65						
GCF_014855235.1	RS_GCF_014855235.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.24	2888752	37.36090879383208	273886	15	SAMN15957537	feces	Estonia: Tartumaa; Laeva vald	t	f	f	GCA_014855235.1	SAMN15957537																								commensal			2013-07-09										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-64						
GCF_014855245.1	RS_GCF_014855245.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2978326	37.16826163422003	340774	25	SAMN15957535	feces	Estonia: Tartumaa; Laeva vald	t	f	f	GCA_014855245.1	SAMN15957535																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Buteo buteo		0+																	missing						missing													missing							missing																	BIRD-62						
GCF_014855265.1	RS_GCF_014855265.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2880164	37.30895185135291	309592	13	SAMN15957536	feces	Estonia: Tartumaa; Tartu vald	f	t	f	GCA_014855265.1	SAMN15957536																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Tartu vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-63						
GCF_014855285.1	RS_GCF_014855285.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2925152	37.27963538305018	238617	23	SAMN15957534	feces	Estonia: Valgamaa; Soontaga; Vaike-Emajogi	t	f	f	GCA_014855285.1	SAMN15957534																								commensal			2014-06-13										environment	wild bird	feces										Estonia: Valgamaa, Soontaga, Vaike-Emajogi			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-238						
GCF_014855315.1	RS_GCF_014855315.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.28	3070623	37.10856070575906	309592	34	SAMN15957532	feces	Estonia: Polvamaa; Kooraste	f	t	f	GCA_014855315.1	SAMN15957532																								commensal			2014-05-30										environment	wild bird	feces										Estonia: Polvamaa, Kooraste			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-178						
GCF_014855335.1	RS_GCF_014855335.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.28	3071177	37.1072719025963	265605	34	SAMN15957531	feces	Estonia: Polvamaa; Kooraste	t	f	f	GCA_014855335.1	SAMN15957531																								commensal			2014-05-30										environment	wild bird	feces										Estonia: Polvamaa, Kooraste			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-176						
GCF_014855345.1	RS_GCF_014855345.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.44	2974538	37.16096415645052	265605	24	SAMN15957527	feces	Estonia: Polvamaa; Kooraste	t	f	f	GCA_014855345.1	SAMN15957527																								commensal			2014-05-30										environment	wild bird	feces										Estonia: Polvamaa, Kooraste			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-170						
GCF_014855355.1	RS_GCF_014855355.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.28	3065441	37.10849434061853	309592	32	SAMN15957530	feces	Estonia: Polvamaa; Kooraste	f	t	f	GCA_014855355.1	SAMN15957530																								commensal			2014-05-30										environment	wild bird	feces										Estonia: Polvamaa, Kooraste			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-175						
GCF_014855375.1	RS_GCF_014855375.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.21	3018328	37.13317439324023	246551	32	SAMN15957529	feces	Estonia: Polvamaa; Kooraste	t	f	f	GCA_014855375.1	SAMN15957529																								commensal			2014-05-30										environment	wild bird	feces										Estonia: Polvamaa, Kooraste			Astur gentilis		0+																	missing						missing													missing							missing																	BIRD-174						
GCF_014855415.1	RS_GCF_014855415.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.18	2658714	37.626536739190456	360189	25	SAMN15957526	feces	Estonia: Tartumaa; Laeva vald	f	t	f	GCA_014855415.1	SAMN15957526																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Buteo buteo		0+																	missing						missing													missing							missing																	BIRD-127						
GCF_014855435.1	RS_GCF_014855435.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2887151	37.3475443438878	309805	15	SAMN15957524	feces	Estonia: Tartumaa; Tartu vald	t	f	f	GCA_014855435.1	SAMN15957524																								commensal			2013-07-03										environment	wild bird	feces										Estonia: Tartumaa, Tartu vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-102						
GCF_014855445.1	RS_GCF_014855445.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2969611	37.16628204838951	321944	42	SAMN15957525	feces	Estonia: Tartumaa; Laeva vald	t	f	f	GCA_014855445.1	SAMN15957525																								commensal			2013-07-08										environment	wild bird	feces										Estonia: Tartumaa, Laeva vald			Clanga pomarina		0+																	missing						missing													missing							missing																	BIRD-126						
GCF_015831565.1	RS_GCF_015831565.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3033803	37.14647918800265	297397	24	SAMN16965403	fecal pellet	USA: Bethesda	t	f	f	GCA_015831565.1	SAMN16965403																										Apollo Stacy	2020																						USA: Bethesda			Mus musculus							not applicable															fecal pellet			39.002 N 77.102 W																																					BSS-A2						
GCF_015831575.1	RS_GCF_015831575.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.27	3040012	37.145708635360656	297404	24	SAMN16965402	fecal pellet	USA: Bethesda	t	f	f	GCA_015831575.1	SAMN16965402																										Apollo Stacy	2020																						USA: Bethesda			Mus musculus							not applicable															fecal pellet			39.002 N 77.102 W																																					BSS-A1						
GCF_015831585.1	RS_GCF_015831585.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3039180	37.14620391026527	297404	27	SAMN16965404	fecal pellet	USA: Bethesda	t	f	f	GCA_015831585.1	SAMN16965404																										Apollo Stacy	2020																						USA: Bethesda			Mus musculus							not applicable															fecal pellet			39.002 N 77.102 W																																					BSS-B1						
GCF_016696825.1	RS_GCF_016696825.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.13	3025655	37.19149048686935	2695005	2	SAMN16911575	mice gut	France:Paris	t	f	f	GCA_016696825.1	SAMN16911575																											2019-09										mice microbiota	feces	mice gut										France:Paris			Mus musculus																			29051233						not applicable													1							OMM12																	KB1						
GCF_017356365.1	RS_GCF_017356365.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.11	2720842	37.56610178461955	395085	15	SAMN12372631	feces	Brazil: Torres	t	f	f	GCA_017356365.1	SAMN12372631																										Naiara Aguiar Santestevan	2012-08-02																						Brazil: Torres			Arctocephalus australis (South American fur seal)																						feces																													Single cell											B9						
GCF_017356405.1	RS_GCF_017356405.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.41	3097641	36.87967761993529	153179	53	SAMN12373108	feces	Brazil: Cidreira	t	f	f	GCA_017356405.1	SAMN12373108																										Janira Prichula	2013-05-29																						Brazil: Cidreira			Chelonia mydas (green turtle)																						feces																													Single cell											GT3-2						
GCF_017356425.1	RS_GCF_017356425.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2809475	37.525917409558254	151572	39	SAMN12373359	feces	Brazil: Balneario Pinhal	t	f	f	GCA_017356425.1	SAMN12373359																										Janira Prichula	2013-07-04																						Brazil: Balneario Pinhal			Grampus griseus (risso's dolphin)																						feces																													Single cell											RD1-1						
GCF_017356445.1	RS_GCF_017356445.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2966276	37.25294783609579	345693	15	SAMN12373827	feces	Brazil: Arroio do Sal	t	f	f	GCA_017356445.1	SAMN12373827																										Janira Prichula	2013-12-04																						Brazil: Arroio do Sal			Sterna trudeaui (snowy-crowned tern)																						feces																													Single cell											ST1-20						
GCF_017356605.1	RS_GCF_017356605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.26	3146532	37.06045450847182	246164	33	SAMN12373140	feces	Brazil: Nova Tramandai	t	f	f	GCA_017356605.1	SAMN12373140																										Janira Prichula	2014-04-25																						Brazil: Nova Tramandai			Chelonia mydas (green turtle)																						feces																													Single cell											GT6-1						
GCF_018784985.1	RS_GCF_018784985.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.16	2861977	37.4727576730152	125436	84	SAMN12147395	feces	Ireland	t	f	f	GCA_018784985.1	SAMN12147395																											missing										human gut	not applicable	faecal matter										Ireland			Homo sapiens																			missing			feces			51.8985 N 8.4756 W													not collected (draft genomes)							not applicable																	MCC499						
GCF_018917475.1	RS_GCF_018917475.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	3136419	37.37734020869023	166167	63	SAMN19374047	feces	China: Suzhou	t	f	f	GCA_018917475.1	SAMN19374047																											2019-08																						China: Suzhou			Macaca fascicularis																						feces																													cell culture											N52						
GCF_018986755.2	RS_GCF_018986755.2	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.54	3485032	37.02990388610492	3264821	7	SAMN19292310	feces	Poland: Ostrow Mazowiecka	t	f	f	GCA_018986755.2	SAMN19292310																										National Medicines Institute	2014																						Poland: Ostrow Mazowiecka			Homo sapiens							asymptomatic carriage															feces			52.8071 N 21.8796 E																																					1207/14						
GCF_019350975.1	RS_GCF_019350975.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.22	2857195	37.59963880659178	177777	121	SAMN09812578	feces	South Korea	t	f	f	GCA_019350975.1	SAMN09812578																										Korea University	2017-09-20																						South Korea			Homo sapiens							not applicable															feces			not applicable																																					EFS0021						
GCF_019583515.1	RS_GCF_019583515.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.26	2891492	37.351858486898806	178626	38	SAMN11831042	feces	Spain	t	f	f	GCA_019583515.1	SAMN11831042																											2017																						Spain			wild boar																						feces																													cell culture											R1						
GCF_019583595.1	RS_GCF_019583595.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.97	0.17	3091250	37.09816417306915	499535	58	SAMN11831039	feces	Spain	t	f	f	GCA_019583595.1	SAMN11831039																											2017																						Spain			wild boar																						feces																													cell culture											A1						
GCF_019731285.1	RS_GCF_019731285.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.1	2968368	37.221820475684375	213726	28	SAMN14389585	feces	China	t	f	f	GCA_019731285.1	SAMN14389585																										ShengHui Li	2020-03-01																						China			Homo sapiens																	ShengHui Li					feces																													pure culture											K58						
GCF_019731385.1	RS_GCF_019731385.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2891859	37.42350577710383	182646	49	SAMN14389580	feces	China	f	t	f	GCA_019731385.1	SAMN14389580																										ShengHui Li	2020-03-01																						China			Homo sapiens																	ShengHui Li					feces																													pure culture											K54_3						
GCF_019731475.1	RS_GCF_019731475.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.15	2894750	37.42037264754447	479808	23	SAMN14389577	feces	China	f	t	f	GCA_019731475.1	SAMN14389577																										ShengHui Li	2020-03-01																						China			Homo sapiens																	ShengHui Li					feces																													pure culture											K53_2						
GCF_019731515.1	RS_GCF_019731515.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.15	2896949	37.418813150362205	479889	21	SAMN14389575	feces	China	f	t	f	GCA_019731515.1	SAMN14389575																										ShengHui Li	2020-03-01																						China			Homo sapiens																	ShengHui Li					feces																													pure culture											K52_2						
