accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	original_gcf	search_accession
RS_GCF_027672785.1	0	100.0	0.41	Specific	100.0	0.38	471	o__Lactobacillales (UID543)	264	0.0	2129663	86.9060429661278	32	854097	34.854060098061815	2450535	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	5	5	459344	459344	5172	1	2895	NZ_JAQDXV010000020.1	132910	2	103	NZ_JAQDXV010000008.1	2895	5347	0	100	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	76577	87519	f	f	t	198425	198425	Scaffold	ASM2767278v1	na	PRJNA224116	SAMN31809024	32	198425	China: Shenzhen	2023-01-11	GCA_027672785.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	28	5	198425	123719	51344	2023/01/11	4	1358	1	AM113-71	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	40	2450535	11	40	na	2450495	0	JAQDXV000000000.1	2382	28	5172	1	none	none	none	none	none	none	1545	NZ_JAQDXV010000020.1	1545	2848	0	99.935	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	40	17	40	0	GCF_027672785.1	GCF_027672785.1
RS_GCF_027672695.1	0	100.0	0.33	Specific	100.0	0.76	471	o__Lactobacillales (UID543)	264	0.0	2122951	87.15606838645473	60	849686	34.88461652154777	2435804	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	6	6	248662	248662	5068	1	2835	NZ_JAQDXX010000031.1	5068	1	91	NZ_JAQDXX010000031.1	1538	2841	0	100	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	40595	48716	t	f	f	147745	157849	Scaffold	ASM2767269v1	na	PRJNA224116	SAMN31809026	60	147745	China: Shenzhen	2023-01-11	GCA_027672695.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	3	50	6	157849	91436	37552	2023/01/11	10	1358	1	AM113-76	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	100	2435804	11	46	na	2435704	0	JAQDXX000000000.1	2373	50	5068	1	none	none	none	none	none	none	1533	NZ_JAQDXX010000031.1	1531	2817	0	99.869	CP033606.2206159.2207710	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	100	19	43	0	GCF_027672695.1	GCF_027672695.1
RS_GCF_027673085.1	0	100.0	0.41	Specific	100.0	0.38	471	o__Lactobacillales (UID543)	264	0.0	2127024	86.87059857537093	36	853301	34.85070332337192	2448497	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	7	5	293918	458243	5172	1	2895	NZ_JAQDXI010000023.1	132956	2	103	NZ_JAQDXI010000007.1	2895	5341	0	99.965	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	68012	78983	t	f	f	145843	203056	Scaffold	ASM2767308v1	na	PRJNA224116	SAMN31809011	36	145843	China: Shenzhen	2023-01-11	GCA_027673085.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	31	5	203056	111871	45712	2023/01/11	5	1358	1	AM113-46	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	50	2448497	11	42	na	2448447	0	JAQDXI000000000.1	2378	31	5172	1	none	none	none	none	none	none	1545	NZ_JAQDXI010000023.1	1545	2848	0	99.935	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	50	19	42	0	GCF_027673085.1	GCF_027673085.1
RS_GCF_027673225.1	0	100.0	0.41	Specific	100.0	0.38	471	o__Lactobacillales (UID543)	264	0.0	2128308	86.91750117309394	36	853349	34.850443293584135	2448653	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	5	5	416948	416948	5158	1	2895	NZ_JAQDXB010000020.1	132309	2	103	NZ_JAQDXB010000009.1	2895	5347	0	100	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	68016	78988	f	f	t	202727	202727	Scaffold	ASM2767322v1	na	PRJNA224116	SAMN31809004	36	202727	China: Shenzhen	2023-01-11	GCA_027673225.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	31	5	202727	132309	44773	2023/01/11	5	1358	1	AM113-33	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	50	2448653	11	34	na	2448603	0	JAQDXB000000000.1	2381	31	5158	1	none	none	none	none	none	none	1531	NZ_JAQDXB010000020.1	1544	2756	0	99.028	CP033606.2206159.2207710	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	50	14	33	0	GCF_027673225.1	GCF_027673225.1
RS_GCF_902364565.1	0	100.0	0.32	Specific	100.0	0.76	471	o__Lactobacillales (UID543)	264	0.0	2068836	87.55009985057326	15	824813	34.90546514988843	2363031	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	3	3	580512	580512	76438	1	2895	NZ_CABJEC010000008.1	248924	2	103	NZ_CABJEC010000005.1	2895	5347	0	100	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	157532	214821	t	f	f	355599	355599	Scaffold	MGYG-HGUT-00226	na	PRJNA224116	SAMEA5849728	15	355599	none	2019-08-22	GCA_902364565.1	none	full	MGYG-HGUT-00226	human gut	none	0	1	Lactococcus lactis	none	na	4	11	3	355599	248924	112055	2019/08/22	4	1358	1	MGYG-HGUT-00226	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	40	2363031	11	48	na	2362991	0	CABJEC000000000.1	2244	11	76438	1	none	none	none	none	none	none	1545	NZ_CABJEC010000008.1	1545	2848	0	99.935	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	40	19	48	0	GCF_902364565.1	GCF_902364565.1
RS_GCF_027672665.1	0	100.0	0.33	Specific	100.0	0.76	471	o__Lactobacillales (UID543)	264	0.0	2124237	87.17371980961808	57	849880	34.87823315574386	2436786	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	6	6	248922	248922	5009	1	2872	NZ_JAQDXY010000031.1	102021	2	91	NZ_JAQDXY010000009.1	2895	5197	0	99.206	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	42749	49730	f	f	t	158057	158057	Scaffold	ASM2767266v1	na	PRJNA224116	SAMN31809027	57	158057	China: Shenzhen	2023-01-11	GCA_027672665.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	49	6	158057	78509	39382	2023/01/11	8	1358	1	AM113-77	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	80	2436786	11	39	na	2436706	0	JAQDXY000000000.1	2369	49	5009	1	none	none	none	none	none	none	1412	NZ_JAQDXY010000031.1	762	1408	0	100	CP033606.1841561.1843112	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	80	17	37	0	GCF_027672665.1	GCF_027672665.1
RS_GCF_024461915.1	0	100.0	0.62	Specific	100.0	0.95	471	o__Lactobacillales (UID543)	264	0.0	2170685	87.40050257548799	49	865353	34.842589830033496	2483607	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	4	4	458410	458410	4769	1	2895	NZ_JANGAN010000015.1	458410	2	103	NZ_JANGAN010000001.1	2895	5347	0	100	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	50685	50685	f	f	t	354844	354844	Contig	ASM2446191v1	na	PRJNA224116	SAMN28944560	49	354844	USA: Chicago	2022-07-27	GCA_024461915.1	none	full	na	fecal sample	none	0	1	Lactococcus lactis	none	na	5	none	none	none	none	none	2022/07/27	0	1358	2	DFI.7.81	University of Chicago	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2483607	11	40	na	2483607	0	JANGAN000000000.1	2437	49	4769	2	none	none	none	none	none	none	1347	NZ_JANGAN010000015.1	1347	2488	0	100	CP033606.1841561.1843112	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	0	16	39	0	GCF_024461915.1	GCF_024461915.1
RS_GCF_027673305.1	0	100.0	0.6	Specific	100.0	0.38	471	o__Lactobacillales (UID543)	264	0.0	2170738	86.81135906368388	70	869661	34.78083332966726	2500523	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	6	6	295381	295381	41437	1	2874	NZ_JAQDWZ010000014.1	150029	2	103	NZ_JAQDWZ010000008.1	2895	5210	0	99.275	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	35720	43112	f	f	t	171990	172498	Scaffold	ASM2767330v1	na	PRJNA224116	SAMN31809002	70	171990	China: Shenzhen	2023-01-11	GCA_027673305.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	58	6	172498	123045	30943	2023/01/11	12	1358	1	AM113-31	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	120	2500523	11	35	na	2500403	0	JAQDWZ000000000.1	2463	58	41437	1	none	none	none	none	none	none	1477	NZ_JAQDWZ010000014.1	748	1376	0	99.866	CP033606.1841561.1843112	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	120	14	34	0	GCF_027673305.1	GCF_027673305.1
RS_GCF_018916825.1	0	100.0	0.52	Specific	100.0	0.0	471	o__Lactobacillales (UID543)	264	0.0	2112906	86.39325440244937	44	853928	34.91571274130264	2445684	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	5	5	389303	389303	5155	1	2895	NZ_JAHLNL010000027.1	203491	6	105	NZ_JAHLNL010000004.1	2895	5347	0	100	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	55583	55583	t	f	f	162520	162520	Contig	ASM1891682v1	na	PRJNA224116	SAMN19374079	44	162520	China: Suzhou	2021-06-16	GCA_018916825.1	none	full	na	feces	none	0	1	Lactococcus lactis	none	na	8	none	none	none	none	none	2021/06/16	0	1358	1	N35	The Institute of Microbiology of the Chinese Academy of Sciences	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2445684	11	55	na	2445684	0	JAHLNL000000000.1	2468	44	5155	1	none	none	none	none	none	none	1545	NZ_JAHLNL010000027.1	1545	2854	0	100	CP002365.2211382.2212935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis CV56	0	19	54	0	GCF_018916825.1	GCF_018916825.1
RS_GCF_027674685.1	0	100.0	0.25	Specific	100.0	0.19	471	o__Lactobacillales (UID543)	264	0.0	2116544	86.78436675586157	64	851449	34.913422647067506	2438854	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	4	4	491779	491779	5096	1	2841	NZ_JAQDVP010000029.1	95512	2	104	NZ_JAQDVP010000007.1	2839	5075	0	99.084	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	38105	46016	f	f	t	174245	202615	Scaffold	ASM2767468v1	na	PRJNA224116	SAMN31808966	64	174245	China: Shenzhen	2023-01-11	GCA_027674685.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	53	4	202615	72203	30471	2023/01/11	11	1358	1	AM113-14	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	110	2438854	11	35	na	2438744	0	JAQDVP000000000.1	2380	53	5096	1	none	none	none	none	none	none	1518	NZ_JAQDVP010000029.1	784	1448	0	100	CP033606.1841561.1843112	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	110	16	36	0	GCF_027674685.1	GCF_027674685.1
RS_GCF_027674205.1	0	100.0	0.25	Specific	100.0	0.19	471	o__Lactobacillales (UID543)	264	0.0	2116161	86.73583692280073	64	851645	34.90824772397217	2439777	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	5	5	494000	494000	58363	1	2829	NZ_JAQDVK010000014.1	122867	2	104	NZ_JAQDVK010000005.1	1936	3568	0	99.948	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	38119	46033	f	f	t	122867	122867	Scaffold	ASM2767420v1	na	PRJNA224116	SAMN31808961	64	122867	China: Shenzhen	2023-01-11	GCA_027674205.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	53	5	122867	71133	31406	2023/01/11	11	1358	1	AM113-125	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	110	2439777	11	42	na	2439667	0	JAQDVK000000000.1	2385	53	58363	1	none	none	none	none	none	none	1545	NZ_JAQDVK010000014.1	1545	2854	0	100	CP002365.2211382.2212935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis CV56	110	16	42	0	GCF_027674205.1	GCF_027674205.1
RS_GCF_027676165.1	0	99.99	1.97	Specific	100.0	1.14	471	o__Lactobacillales (UID543)	264	0.0	2259277	86.94931157211559	64	903611	34.77775759320526	2598384	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	5	5	479082	479082	5173	1	2895	NZ_JAQEOU010000030.1	52434	2	103	NZ_JAQEOU010000015.1	2895	5347	0	100	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	40597	51967	t	f	f	168911	176329	Scaffold	ASM2767616v1	na	PRJNA224116	SAMN31809469	64	168911	China: Shenzhen	2023-01-12	GCA_027676165.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	50	5	176329	75652	39498	2023/01/12	14	1358	1	UN03-201	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	140	2598384	11	42	na	2598244	0	JAQEOU000000000.1	2568	50	5173	1	none	none	none	none	none	none	1545	NZ_JAQEOU010000030.1	1545	2854	0	100	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	140	19	41	0	GCF_027676165.1	GCF_027676165.1
RS_GCF_020553675.1	0	100.0	0.1	Specific	100.0	0.0	471	o__Lactobacillales (UID543)	264	0.0	2132733	86.33938337947043	102	862352	34.9105771496259	2470174	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	10	10	219188	219188	5122	1	2895	NZ_JAJCGA010000046.1	70399	2	103	NZ_JAJCGA010000013.1	2895	5347	0	100	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	24217	24217	t	f	f	77832	77832	Contig	ASM2055367v1	na	PRJNA224116	SAMN22165187	102	77832	USA: New York	2021-10-25	GCA_020553675.1	none	full	na	fecal sample	none	0	1	Lactococcus lactis	none	na	4	none	none	none	none	none	2021/10/25	0	1358	1	MSK.18.79	University of Chicago	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2470174	11	52	na	2470174	0	JAJCGA000000000.1	2458	102	5122	1	none	none	none	none	none	none	1545	NZ_JAJCGA010000046.1	1545	2854	0	100	CP002365.2211382.2212935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis CV56	0	19	51	0	GCF_020553675.1	GCF_020553675.1
RS_GCF_003472365.1	0	100.0	0.32	Specific	100.0	0.76	471	o__Lactobacillales (UID543)	264	0.0	2068836	87.55009985057326	15	824813	34.90546514988843	2363031	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	3	3	580512	580512	76438	1	2895	NZ_QRLU01000008.1	248924	2	103	NZ_QRLU01000005.1	2895	5347	0	100	LKLQ01000024.2073.4973	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	157532	214821	t	f	f	355599	355599	Scaffold	ASM347236v1	na	PRJNA224116	SAMN09734781	15	355599	China: Shenzhen	2018-09-06	GCA_003472365.1	none	full	na	feces	none	0	1	Lactococcus lactis	none	na	4	11	3	355599	248924	112055	2018/09/06	4	1358	1	AM11-49	BGI	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	40	2363031	11	48	na	2362991	0	QRLU00000000.1	2244	11	76438	1	none	none	none	none	none	none	1545	NZ_QRLU01000008.1	1545	2848	0	99.935	CP020604.78388.79935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis bv. diacetylactis	40	19	48	0	GCF_003472365.1	GCF_003472365.1
RS_GCF_027672725.1	0	100.0	0.17	Specific	100.0	0.19	471	o__Lactobacillales (UID543)	264	0.0	2123443	86.06015091225804	60	854560	34.91203357202854	2467394	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	5	5	491766	491766	58723	1	2895	NZ_JAQDXW010000013.1	122989	2	104	NZ_JAQDXW010000008.1	2895	5347	0	100	CP028160.2191878.2194782	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	40795	51404	t	f	f	136750	136750	Scaffold	ASM2767272v1	na	PRJNA224116	SAMN31809025	60	136750	China: Shenzhen	2023-01-11	GCA_027672725.1	none	full	na	fecal material [ENVO:00002003]	22.32 N 114.05 E	0	1	Lactococcus lactis	none	na	4	48	5	136750	120899	34791	2023/01/11	12	1358	1	AM113-72	BGI-Shenzhen	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	19642	2467394	11	44	na	2447752	0	JAQDXW000000000.1	2389	48	58723	1	none	none	none	none	none	none	1545	NZ_JAQDXW010000013.1	1545	2854	0	100	CP002365.2211382.2212935	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis subsp. lactis CV56	19642	19	43	0	GCF_027672725.1	GCF_027672725.1
